road,chainage,lrp,lat,lon,type,name,condition,Segment,Truck,Bus,Car,Motorbike,Bicycle,nrLanes,destination
N1,394.749,LRP399c,21.3414997,92.0788327,Culvert,Box culvert,road,65,0,0,0,0,0,2,LRP400
N1,394.872,LRP400,21.3404997,92.0784993,KmPost,"Teknaf 67 km,Uthia 13 km",road,65,0,0,0,0,0,2,LRP400a
N1,395.14,LRP400a,21.3381941,92.078916,Culvert,Box culvert,road,65,0,0,0,0,0,2,LRP391c_B
N1,395.328,LRP391c_B,21.33655661,92.0789637,Bridge,KHONIA POLONG.,B,65,0,0,0,0,0,2,LRP392a_B
N1,395.64,LRP392a_B,21.33383908,92.07904286,Bridge,DOA PATONG,C,65,0,0,0,0,0,2,LRP400b
N1,395.797,LRP400b,21.3324716,92.0790827,Culvert,Box culvert,road,65,0,0,0,0,0,2,LRP401
N1,395.961,LRP401,21.3311104,92.0788604,KmPost,"Teknaf 66 km,Uthia 12 km",road,65,0,0,0,0,0,2,LRP401a
N1,396.119,LRP401a,21.3297771,92.0787771,Bridge,Khulna Plong Bridge,road,65,0,0,0,0,0,2,LRP401b
N1,396.151,LRP401b,21.3295271,92.0789438,Bridge,Bridge end,road,65,0,0,0,0,0,2,LRP393a_B
N1,396.596,LRP393a_B,21.3269177,92.08197087,Bridge,JASOYA PALONG,C,65,0,0,0,0,0,2,LRP402
N1,396.98,LRP402,21.324666,92.084583,KmPost,"Teknaf 65 km,Uthia 11 km",road,65,0,0,0,0,0,2,LRP402a
N1,397.086,LRP402a,21.3241104,92.085333,Bridge,Bridge start,road,65,0,0,0,0,0,2,LRP402b
N1,397.141,LRP402b,21.3238049,92.0857219,Bridge,Bridge end,road,65,0,0,0,0,0,2,LRP393c_B
N1,397.144,LRP393c_B,21.32378693,92.08574298,Bridge,JASOYA PALONG RCC GIDER BRIDGE,C,65,0,0,0,0,0,2,LRP394a_B
N1,397.591,LRP394a_B,21.32110878,92.08888364,Bridge,MORICHIA,D,65,0,0,0,0,0,2,LRP402c
N1,397.651,LRP402c,21.3207493,92.0893052,Culvert,Box culvert,road,65,0,0,0,0,0,2,LRP394c_B
N1,397.679,LRP394c_B,21.32058313,92.08949676,Bridge,Jasoya check post.,B,65,0,0,0,0,0,2,LRP403
N1,397.988,LRP403,21.3187493,92.0916108,KmPost,Km post broken,road,65,0,0,0,0,0,2,LRP403a
N1,398.103,LRP403a,21.3179438,92.0921663,Bridge,Bridge start,road,65,0,0,0,0,0,2,LRP403b
N1,398.123,LRP403b,21.3177771,92.0922497,Bridge,Bridge end,road,65,0,0,0,0,0,2,LRP403c
N1,398.205,LRP403c,21.317666,92.0930274,"SideRoad,Left",Road to Ramu(Z1009),road,66,0.001,0.001,0.001,0.001,0.001,2,LRP394e_B
N1,398.406,LRP394e_B,21.31620967,92.09395927,Bridge,MARIECHA BAZAR,C,66,0,0,0,0,0,2,LRP403d
N1,398.918,LRP403d,21.3125,92.096333,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP403e
N1,398.97,LRP403e,21.3121944,92.0966941,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP404
N1,398.994,LRP404,21.3120278,92.0969163,KmPost,"Teknaf 63 km,Uthia 9 km",road,66,0,0,0,0,0,2,LRP404a
N1,399.214,LRP404a,21.3101667,92.0974997,"SideRoad,Left","Z1503, Maricha Dakbunglow Road",road,66,0,0,0,0,0,2,LRP395a_B
N1,399.452,LRP395a_B,21.30822684,92.09726483,Bridge,MORICHIA PALONG,B,66,0,0,0,0,0,2,LRP404b
N1,399.974,LRP404b,21.3039722,92.0967497,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP405
N1,399.997,LRP405,21.3037778,92.0968052,KmPost,"Teknaf 62 km,Uthia 8 km",road,66,0,0,0,0,0,2,LRP396a_B
N1,400.027,LRP396a_B,21.30351652,92.09684875,Bridge,MORICHIA PALONG,C,66,0,0,0,0,0,2,LRP396b_B
N1,400.46,LRP396b_B,21.29974536,92.09747726,Bridge,SHAPUR STEEL BEAM AND RCC SLAB,D,66,0,0,0,0,0,2,LRP405a
N1,400.552,LRP405a,21.2989441,92.0976108,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP405b
N1,400.978,LRP405b,21.2956386,92.0993886,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP405c
N1,401.052,LRP405c,21.2949997,92.0993886,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP406
N1,401.06,LRP406,21.2949163,92.0994163,KmPost,"Teknaf 61 km,Uthia 7 km",road,66,0,0,0,0,0,2,LRP398a_B
N1,401.752,LRP398a_B,21.2887748,92.09995497,Bridge,SHAPUR,A,66,0,0,0,0,0,2,LRP398b_B
N1,401.89,LRP398b_B,21.28755005,92.10006239,Bridge,COTBAZR MUSLIM HOS,B,66,0,0,0,0,0,2,LRP407
N1,402.024,LRP407,21.2863608,92.1001667,KmPost,"Teknaf 60 km,Uthia 6 km",road,66,0,0,0,0,0,2,LRP407a
N1,402.299,LRP407a,21.2839441,92.1005278,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP398d_B
N1,402.323,LRP398d_B,21.28373823,92.10055463,Bridge,COURT BAZAR,A,66,0,0,0,0,0,2,LRP407b
N1,402.435,LRP407b,21.28277751,92.10067986,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP407c
N1,402.448,LRP407c,21.282666,92.1006944,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP407d
N1,402.876,LRP407d,21.2790827,92.1019722,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP408
N1,403.044,LRP408,21.277666,92.1026111,KmPost,"Teknaf 59 km,Uthia 5 km",road,66,0,0,0,0,0,2,LRP400a_B
N1,403.495,LRP400a_B,21.27400579,92.10442234,Bridge,RATNAPALANG,A,66,0,0,0,0,0,2,LRP400b_B
N1,403.509,LRP400b_B,21.27389217,92.10447857,Bridge,CHADIRIKHANA,A,66,0,0,0,0,0,2,LRP400c_B
N1,403.79,LRP400c_B,21.27161164,92.10560708,Bridge,CHADIRIKHANA,A,66,0,0,0,0,0,2,LRP409
N1,404.04,LRP409,21.2695827,92.1066111,KmPost,"Teknaf 58 km,Uthia 4 km",road,66,0,0,0,0,0,2,LRP409a
N1,404.055,LRP409a,21.2694716,92.1066667,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP409b
N1,404.347,LRP409b,21.2678604,92.1088333,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP409c
N1,404.373,LRP409c,21.2677493,92.109,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP400e_B
N1,404.393,LRP400e_B,21.26764127,92.10915299,Bridge,EJILA,C,66,0,0,0,0,0,2,LRP401a_B
N1,404.487,LRP401a_B,21.26713354,92.10987205,Bridge,HIZOLIA BRIDGE,C,66,0,0,0,0,0,2,LRP401c_B
N1,404.774,LRP401c_B,21.26558335,92.11206748,Bridge,MODDO RAJAPALONG,C,66,0,0,0,0,0,2,LRP409d
N1,404.954,LRP409d,21.2646111,92.1134444,Culvert,Box Culvert,road,66,0,0,0,0,0,2,LRP410
N1,405.044,LRP410,21.2641111,92.1140833,KmPost,"Teknaf 57 km,Uthia 3 km",road,66,0,0,0,0,0,2,LRP410a
N1,405.058,LRP410a,21.2639722,92.1141944,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP410b
N1,405.103,LRP410b,21.2637222,92.1144722,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP410c
N1,405.337,LRP410c,21.2623611,92.1161667,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP410d
N1,405.355,LRP410d,21.26225,92.1163056,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP402a_B
N1,405.728,LRP402a_B,21.26004737,92.11898609,Bridge,JADIMURA BRIDGE,C,66,0,0,0,0,0,2,LRP402b_B
N1,405.969,LRP402b_B,21.25862422,92.12071798,Bridge,JADI MORA (2) CULVERT,A,66,0,0,0,0,0,2,LRP411
N1,406.07,LRP411,21.2580278,92.1214438,KmPost,"Teknaf 56 km,Uthia 2 km",road,66,0,0,0,0,0,2,LRP402c_B
N1,406.218,LRP402c_B,21.2570551,92.1224165,Bridge,JADIMORA (3),A,66,0,0,0,0,0,2,LRP411a
N1,406.294,LRP411a,21.2565556,92.122916,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP411b
N1,406.307,LRP411b,21.2565,92.1229716,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP403a_B
N1,406.517,LRP403a_B,21.25520644,92.12438721,Bridge,JADIMORA (1),A,66,0,0,0,0,0,2,LRP411c
N1,406.546,LRP411c,21.2550278,92.1245827,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP403b_B
N1,406.791,LRP403b_B,21.2538028,92.12659709,Bridge,WEST OGALA,C,66,0,0,0,0,0,2,LRP411d
N1,406.796,LRP411d,21.2537778,92.1266382,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP412
N1,407.072,LRP412,21.2521944,92.1286104,KmPost,"Teknaf 55 km,Uthia 1 km",road,66,0,0,0,0,0,2,LRP412a
N1,407.089,LRP412a,21.2521111,92.1287493,Culvert,Box culvert,road,66,0,0,0,0,0,2,LRP412b
N1,407.209,LRP412b,21.2504722,92.1307493,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP403d_B
N1,407.239,LRP403d_B,21.2504537,92.1307493,Bridge,OKYIA STATION,C,66,0,0,0,0,0,2,LRP412c
N1,407.299,LRP412c,21.2504167,92.1307493,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP404a_B
N1,407.785,LRP404a_B,21.24896449,92.13284109,Bridge,UKLIA-SHAHABMARKAT,C,66,0,0,0,0,0,2,LRP412d
N1,408.08,LRP412d,21.248083,92.1341108,Bridge,Bridge start,road,66,0,0,0,0,0,2,LRP412e
N1,408.093,LRP412e,21.2479997,92.1342219,Bridge,Bridge end,road,66,0,0,0,0,0,2,LRP413
N1,408.134,LRP413,21.2462219,92.1364719,KmPost,Teknaf 54 km,road,66,0,0,0,0,0,2,LRP404b_B
N1,408.235,LRP404b_B,21.24572626,92.13730421,Bridge,UKHIYA BAZAR,B,66,0,0,0,0,0,2,LRP413a
N1,408.434,LRP413a,21.2447497,92.1389441,"SideRoad,Left","Z1503, Maricha Dukbanglow road",road,67,0.001,0.001,0.001,0.001,0.001,2,LRP413b
N1,408.817,LRP413b,21.242333,92.1413608,Bridge,Bridge start,road,67,0,0,0,0,0,2,LRP413c
N1,408.839,LRP413c,21.2422219,92.1415552,Bridge,Bridge end,road,67,0,0,0,0,0,2,LRP414
N1,409.141,LRP414,21.2412497,92.1440552,KmPost,Teknaf 53 km,road,67,0,0,0,0,0,2,LRP415
N1,410.121,LRP415,21.2357774,92.1511667,KmPost,Teknaf 52 km,road,67,0,0,0,0,0,2,LRP416
N1,411.119,LRP416,21.236333,92.1586667,KmPost,Teknaf 51km,road,67,0,0,0,0,0,2,LRP408a_B
N1,411.81,LRP408a_B,21.23087848,92.16075715,Bridge,P. F PARA SLAB,A,67,0,0,0,0,0,2,LRP408b_B
N1,412.008,LRP408b_B,21.22931553,92.16135615,Bridge,KUTUB PALONG,C,67,0,0,0,0,0,2,LRP417
N1,412.129,LRP417,21.2283604,92.1617222,KmPost,Teknaf 50 km,road,67,0,0,0,0,0,2,LRP417a
N1,412.394,LRP417a,21.2261382,92.1611667,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP417b
N1,412.603,LRP417b,21.2243327,92.1614444,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP409a_B
N1,412.931,LRP409a_B,21.22151998,92.16170326,Bridge,KUTU - PALONG MOSZID SLAB,B,67,0,0,0,0,0,2,LRP418
N1,413.131,LRP418,21.2198049,92.1618611,KmPost,Info.Missing,road,67,0,0,0,0,0,2,LRP409b_B
N1,413.235,LRP409b_B,21.21896008,92.16207776,Bridge,KOSHO - BINNA - BRIDGE,C,67,0,0,0,0,0,2,LRP409d_B
N1,413.43,LRP409d_B,21.21737605,92.16248399,Bridge,KASHO - BINNAI SLAB,C,67,0,0,0,0,0,2,LRP418a
N1,413.531,LRP418a,21.2165556,92.1626944,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP410a_B
N1,413.66,LRP410a_B,21.21601159,92.16366416,Bridge,KATU PALLANG SLAB,A,67,0,0,0,0,0,2,LRP418b
N1,413.834,LRP418b,21.2152778,92.1649722,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP410b_B
N1,413.901,LRP410b_B,21.21493596,92.1655512,Bridge,KUTUNG PALANG SLAB,A,67,0,0,0,0,0,2,LRP410c_B
N1,414,LRP410c_B,21.21443086,92.16640674,Bridge,KOSUKONA,A,67,0,0,0,0,0,2,LRP418c
N1,414.03,LRP418c,21.2142778,92.166666,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP419
N1,414.136,LRP419,21.21375,92.1674438,KmPost,Teknaf 47km,road,67,0,0,0,0,0,2,LRP419a
N1,414.264,LRP419a,21.2127222,92.1678882,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP419b
N1,414.508,LRP419b,21.2105833,92.1681382,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP419c
N1,414.608,LRP419c,21.2096944,92.168416,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP411a_B
N1,415.056,LRP411a_B,21.20630473,92.17001802,Bridge,BALAKHALI TV CENTER,A,67,0,0,0,0,0,2,LRP420
N1,415.144,LRP420,21.2056389,92.1703327,KmPost,Teknaf 46 km,road,67,0,0,0,0,0,2,LRP411b_B
N1,415.296,LRP411b_B,21.20434099,92.17035673,Bridge,BALUKHALI-2 SLAB,A,67,0,0,0,0,0,2,LRP412a_B
N1,415.574,LRP412a_B,21.20196717,92.17040067,Bridge,BALUKHALI KASTOM,A,67,0,0,0,0,0,2,LRP420a
N1,415.671,LRP420a,21.2011389,92.170416,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP420b
N1,415.919,LRP420b,21.1989997,92.1703604,Culvert,Box culvert,road,67,0,0,0,0,0,2,LRP420c
N1,416.044,LRP420c,21.1977219,92.1705549,"SideRoad,Left","Z1504, Ukhia Gundum Road",road,68,0.001,0.001,0.001,0.001,0.001,2,LRP412b_B
N1,416.057,LRP412b_B,21.19763242,92.17057726,Bridge,Balukali Old bus Stand Bridge,C,68,0,0,0,0,0,2,LRP421
N1,416.157,LRP421,21.1969441,92.1707493,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP421a
N1,416.204,LRP421a,21.1965552,92.1708604,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP412d_B
N1,416.354,LRP412d_B,21.19531553,92.17050747,Bridge,BAKUHHALI KASHAMIA,A,68,0,0,0,0,0,2,LRP421b
N1,416.688,LRP421b,21.1925552,92.1697216,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP421c
N1,416.73,LRP421c,21.1923052,92.1695271,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP413a_B
N1,416.966,LRP413a_B,21.1907731,92.16807032,Bridge,BALUKHALI,B,68,0,0,0,0,0,2,LRP421d
N1,416.991,LRP421d,21.1906108,92.167916,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP422
N1,417.164,LRP422,21.1897497,92.166666,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP413b_B
N1,417.29,LRP413b_B,21.18889194,92.16587736,Bridge,Balukhali Boro Bridge,D,68,0,0,0,0,0,2,LRP422a
N1,417.621,LRP422a,21.1866386,92.1638056,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP422b
N1,417.934,LRP422b,21.1859441,92.1610833,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP422c
N1,417.957,LRP422c,21.185833,92.1609167,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP423
N1,418.19,LRP423,21.1843052,92.1594167,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP414a_B
N1,418.231,LRP414a_B,21.18397443,92.15930264,Bridge,GOGU GONA,A,68,0,0,0,0,0,2,LRP415a_B
N1,418.76,LRP415a_B,21.17970671,92.15783106,Bridge,THANGKHALI BOX CULVERT,C,68,0,0,0,0,0,2,LRP423a
N1,418.889,LRP423a,21.178666,92.1574722,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP415b_B
N1,419.036,LRP415b_B,21.17741716,92.15703721,Bridge,THANG KHALI BOX CULVERT,B,68,0,0,0,0,0,2,LRP424
N1,419.18,LRP424,21.1761938,92.1566111,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP415c_B
N1,419.278,LRP415c_B,21.17542081,92.15625261,Bridge,Thang Khali Bridge,D,68,0,0,0,0,0,2,LRP424a
N1,419.423,LRP424a,21.1742771,92.1557222,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP416a_B
N1,419.63,LRP416a_B,21.17248281,92.15529403,Bridge,CHANG KHALI BRIDGE,C,68,0,0,0,0,0,2,LRP424b
N1,419.705,LRP424b,21.1718327,92.1551389,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP416b_B
N1,419.88,LRP416b_B,21.17037235,92.15473878,Bridge,CHANG KHALI BRIDGE,B,68,0,0,0,0,0,2,LRP424c
N1,419.948,LRP424c,21.1698049,92.1545833,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP424d
N1,419.996,LRP424d,21.1694993,92.1543056,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP416d_B
N1,420.093,LRP416d_B,21.16882136,92.1536624,Bridge,Jam Toli Bridge,C,68,0,0,0,0,0,2,LRP424e
N1,420.151,LRP424e,21.168416,92.1532778,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP416e_B
N1,420.18,LRP416e_B,21.16823293,92.15314598,Bridge,JAM TOLI BOX CULVERT,A,68,0,0,0,0,0,2,LRP425
N1,420.261,LRP425,21.1677216,92.1527778,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP425a
N1,420.326,LRP425a,21.1673327,92.1524167,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP416f_B
N1,420.406,LRP416f_B,21.16666535,92.15233765,Bridge,DAIM PARA BRIDGE,B,68,0,0,0,0,0,2,LRP417a_B
N1,420.537,LRP417a_B,21.16557256,92.1522082,Bridge,DAIM PARA CULVERT,C,68,0,0,0,0,0,2,LRP425b
N1,420.579,LRP425b,21.1652222,92.1521667,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP417b_B
N1,420.606,LRP417b_B,21.16498781,92.15219007,Bridge,DAIM PARA CULVERT,A,68,0,0,0,0,0,2,LRP425c
N1,420.611,LRP425c,21.1649444,92.1521944,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP425d
N1,420.806,LRP425d,21.16325,92.1522222,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP425e
N1,420.895,LRP425e,21.1624722,92.1522778,Culvert,Box Culvert,road,68,0,0,0,0,0,2,LRP417c_B
N1,420.952,LRP417c_B,21.16197574,92.15233147,Bridge,DAIM PARA CULVERT,C,68,0,0,0,0,0,2,LRP425f
N1,421.131,LRP425f,21.1604167,92.1525,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP417d_B
N1,421.156,LRP417d_B,21.1602045,92.15252572,Bridge,DAIM PARA CULVERT,A,68,0,0,0,0,0,2,LRP426
N1,421.239,LRP426,21.1595,92.1526111,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP426a
N1,421.26,LRP426a,21.1593056,92.1526111,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP426b
N1,421.333,LRP426b,21.1586667,92.1525,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP417e_B
N1,421.358,LRP417e_B,21.15845347,92.15251956,Bridge,PALONG KHALI CULVERT,C,68,0,0,0,0,0,2,LRP426c
N1,421.688,LRP426c,21.1556389,92.1527778,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP426d
N1,421.905,LRP426d,21.1537778,92.1528611,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP418a_B
N1,422.081,LRP418a_B,21.15246328,92.15341459,Bridge,PALONG KHALI BAZAR (1),C,68,0,0,0,0,0,2,LRP426e
N1,422.117,LRP426e,21.1521944,92.1535278,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP427
N1,422.315,LRP427,21.1507222,92.1545,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP418b_B
N1,422.447,LRP418b_B,21.14989065,92.15521562,Bridge,PALONG KHALI BAZAR BRIDGE,C,68,0,0,0,0,0,2,LRP419a_B
N1,422.784,LRP419a_B,21.14776767,92.15704263,Bridge,PALONG KHALI RCC GIDER BRIDGE,C,68,0,0,0,0,0,2,LRP427a
N1,422.853,LRP427a,21.147333,92.1574167,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP427b
N1,423.222,LRP427b,21.1442774,92.1586389,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP427c
N1,423.241,LRP427c,21.1441663,92.1586944,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP428
N1,423.322,LRP428,21.1435274,92.1589722,KmPost,Teknaf 38 km,road,68,0,0,0,0,0,2,LRP419c_B
N1,423.442,LRP419c_B,21.14254625,92.15942922,Bridge,KARUN TOLI RCC GIDER BRIDGE,B,68,0,0,0,0,0,2,LRP428a
N1,423.57,LRP428a,21.1414997,92.1599167,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP428b
N1,423.631,LRP428b,21.1410552,92.1602222,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP420a_B
N1,423.67,LRP420a_B,21.14086477,92.16052223,Bridge,GIRA TALI RCC GIDER BRIDGE,C,68,0,0,0,0,0,2,LRP420c_B
N1,423.804,LRP420c_B,21.14021046,92.1615531,Bridge,GIVATOLI RCC GIDER BRIDGE,A,68,0,0,0,0,0,2,LRP420d_B
N1,424.075,LRP420d_B,21.13888718,92.16363791,Bridge,GIVA TOLI RCC GIDER BRIDGE,A,68,0,0,0,0,0,2,LRP428c
N1,424.234,LRP428c,21.1381108,92.1648611,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP420e_B
N1,424.271,LRP420e_B,21.1380665,92.1651978,Bridge,GIVA TOLI BOX CULVERT,A,68,0,0,0,0,0,2,LRP429
N1,424.35,LRP429,21.1379719,92.1659167,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP420f_B
N1,424.395,LRP420f_B,21.13792108,92.16635342,Bridge,GIVATOLI RCC GIDER BRIDGE,C,68,0,0,0,0,0,2,LRP429a
N1,424.473,LRP429a,21.137833,92.1671104,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP421a_B
N1,424.577,LRP421a_B,21.13761246,92.16805871,Bridge,Kata Khali Bridge,D,68,0,0,0,0,0,2,LRP429b
N1,424.604,LRP429b,21.1375552,92.1683049,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP421c_B
N1,424.783,LRP421c_B,21.13733505,92.17001121,Bridge,ULI BANIA BOX CULVERT,C,68,0,0,0,0,0,2,LRP429c
N1,424.875,LRP429c,21.1372219,92.1708882,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP429d
N1,425.075,LRP429d,21.1371108,92.1727771,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP429e
N1,425.195,LRP429e,21.1368886,92.173916,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP429f
N1,425.225,LRP429f,21.1367219,92.1741382,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP421d_B
N1,425.267,LRP421d_B,21.13661254,92.17450278,Bridge,Porbo Kata Khali Bridge,C,68,0,0,0,0,0,2,LRP430
N1,425.353,LRP430,21.1363886,92.1752493,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP430a
N1,425.385,LRP430a,21.1363608,92.1755549,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP421f_B
N1,425.455,LRP421f_B,21.1360413,92.17605699,Bridge,ULUBANIA RCC GIDER BRIDGE,A,68,0,0,0,0,0,2,LRP430b
N1,425.598,LRP430b,21.1353886,92.1770827,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP422a_B
N1,425.715,LRP422a_B,21.13491492,92.17793796,Bridge,ULIBANIA BOX CULVERT,C,68,0,0,0,0,0,2,LRP422b_B
N1,425.882,LRP422b_B,21.1342388,92.17915872,Bridge,DMONIR GONA RCC GIDER BRIDGE,A,68,0,0,0,0,0,2,LRP430c
N1,426.092,LRP430c,21.1333886,92.1806938,Bridge,Bridge start,road,68,0,0,0,0,0,2,LRP430d
N1,426.109,LRP430d,21.1333608,92.1808327,Bridge,Bridge end,road,68,0,0,0,0,0,2,LRP430e
N1,426.285,LRP430e,21.1329438,92.1824438,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP431
N1,426.382,LRP431,21.1326938,92.183333,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP431a
N1,426.542,LRP431a,21.1319716,92.1846108,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP422c_B
N1,426.555,LRP422c_B,21.13189689,92.18469174,Bridge,BALUR KHALI -(1) RCC GIDER BRIDGE,B,68,0,0,0,0,0,2,LRP431b
N1,426.716,LRP431b,21.1309716,92.1856941,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP423a_B
N1,426.881,LRP423a_B,21.12997372,92.18681585,Bridge,BALU KHALI -2 BOX CULVERT,C,68,0,0,0,0,0,2,LRP423b_B
N1,426.915,LRP423b_B,21.1297681,92.187047,Bridge,Balu Khali Bridge,D,68,0,0,0,0,0,2,LRP423c_B
N1,427.041,LRP423c_B,21.12900608,92.18790361,Bridge,W HIME KANG BOX CULVERT,A,68,0,0,0,0,0,2,LRP423d_B
N1,427.154,LRP423d_B,21.12832269,92.18867184,Bridge,WHIKE KANG BOX CULVERT,A,68,0,0,0,0,0,2,LRP423e_B
N1,427.231,LRP423e_B,21.12785701,92.18919533,Bridge,WHIKE KANG BOX CULVERT,B,68,0,0,0,0,0,2,LRP432
N1,427.382,LRP432,21.1269438,92.1902219,KmPost,Km post missing,road,68,0,0,0,0,0,2,LRP432a
N1,427.394,LRP432a,21.1268327,92.1902774,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP424a_B
N1,427.622,LRP424a_B,21.12510369,92.19136747,Bridge,Wheke Kang Bridge,D,68,0,0,0,0,0,2,LRP432b
N1,427.731,LRP432b,21.1242771,92.1918886,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP432c
N1,427.772,LRP432c,21.1239993,92.1919997,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP424b_B
N1,427.804,LRP424b_B,21.12376049,92.19215889,Bridge,WHIKE KANG BRIDGE,A,68,0,0,0,0,0,2,LRP432d
N1,427.906,LRP432d,21.1229993,92.1926663,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP424c_B
N1,427.918,LRP424c_B,21.12291081,92.19272235,Bridge,MOA EX-KANG-BAZAR,C,68,0,0,0,0,0,2,LRP424e_B
N1,427.969,LRP424e_B,21.12253472,92.19296056,Bridge,HOA EX KANG BAZAE,A,68,0,0,0,0,0,2,LRP432e
N1,428.019,LRP432e,21.122166,92.1931941,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP424g_B
N1,428.095,LRP424g_B,21.12156989,92.19351697,Bridge,HOACX KANG BARAR,C,68,0,0,0,0,0,2,LRP432f
N1,428.104,LRP432f,21.1214993,92.1935552,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP433
N1,428.387,LRP433,21.1198604,92.1954719,KmPost,Info.Missing,road,68,0,0,0,0,0,2,LRP433a
N1,428.498,LRP433a,21.1190827,92.1960274,Culvert,Box culvert,road,68,0,0,0,0,0,2,LRP425a_B
